TX-Dallas,CO-Denver,MA-Boston,Composite-20,CA-San Francisco,FL-Tampa,DC-Washington,Composite-10,CA-Los Angeles,Date,AZ-Phoenix,CA-San Diego,MI-Detroit,National-US,MN-Minneapolis,GA-Atlanta,WA-Seattle,NV-Las Vegas,IL-Chicago,OR-Portland,FL-Miami,NY-New York,NC-Charlotte,OH-Cleveland
114.45,124.53,150.62,137.7,129.49,125.23,180.83,150.85,163.39,11/1/2011,100.46,151.03,70.88,137.11,111.81,89.73,132.19,90.98,111.32,132.64,137.04,164.1,110.58,98.82
114.48,124.58,149.63,137.22,129.54,125.92,179.63,150.18,162.74,12/1/2011,101.95,150.93,70.19,136.75,111.75,88.72,132.29,90.63,110.5,133.31,137.64,162.91,110.24,98.55
114.85,125.15,150.06,137.12,128.72,125.86,180.13,149.9,162.51,1/1/2012,103.76,151.09,70.81,136.85,112.85,87.6,133.08,90.43,109.99,132.48,139.11,162.22,110.11,97.5
115.58,125.33,149.77,137.14,129.97,126.64,178.92,150.0,162.55,2/1/2012,105.59,151.77,70.97,137.29,114.28,86.31,133.21,90.62,109.28,132.98,140.91,161.44,110.78,97.3
116.84,126.53,150.29,137.82,130.36,127.84,181.41,150.42,162.85,3/1/2012,107.83,152.28,71.3,138.3,114.57,85.74,134.5,90.78,108.38,132.17,142.97,161.06,111.63,97.7
117.33,127.18,149.87,138.41,131.84,129.28,183.61,151.03,164.18,4/1/2012,110.06,152.9,70.92,139.36,115.48,86.07,135.04,91.63,108.02,133.53,143.33,161.44,112.31,98.46
117.94,128.25,150.9,139.67,133.89,130.48,185.85,152.29,165.8,5/1/2012,112.11,153.03,73.16,140.18,116.18,87.55,136.33,93.11,110.6,134.95,143.94,161.99,112.5,99.47
118.05,129.21,152.24,141.03,136.31,131.48,186.99,153.65,167.3,6/1/2012,114.06,153.6,75.05,140.8,118.14,89.3,137.59,93.98,112.36,137.11,145.31,162.62,112.97,99.92
118.43,130.14,153.24,141.62,137.84,131.71,187.27,154.17,168.43,7/1/2012,116.09,154.34,76.01,141.29,119.69,90.54,138.54,94.24,112.97,137.36,146.61,162.44,113.56,99.64
118.82,130.54,153.97,142.37,138.41,131.83,187.63,154.88,170.13,8/1/2012,117.99,155.44,76.7,141.94,120.16,92.12,138.67,95.15,112.18,137.89,147.87,162.59,114.38,100.08
119.84,131.87,154.07,143.23,140.26,132.51,187.81,155.66,172.08,9/1/2012,119.67,158.04,77.26,142.68,121.46,93.59,139.64,96.53,112.01,138.65,148.74,162.59,114.47,100.31
120.25,132.78,153.83,144.31,142.64,133.07,188.26,156.76,174.25,10/1/2012,121.48,160.66,78.68,143.51,121.9,95.02,140.51,99.18,111.69,140.44,149.52,162.68,114.8,100.83
121.17,134.27,154.04,145.43,146.14,133.9,188.8,157.82,176.18,11/1/2012,123.54,163.19,79.69,144.66,123.77,96.69,142.18,100.17,112.43,141.59,150.87,162.14,115.38,100.82
121.9,135.25,155.04,146.92,148.31,135.1,190.21,159.4,179.51,12/1/2012,125.58,164.87,80.95,145.79,125.42,97.65,143.37,102.44,113.15,142.01,152.44,162.61,116.33,101.62
122.88,136.54,156.2,148.36,151.49,137.47,191.03,160.82,182.28,1/1/2013,127.86,166.01,82.04,147.35,127.13,99.5,144.73,104.28,113.9,143.68,154.21,163.02,117.41,102.09
123.74,137.75,157.7,149.96,154.76,139.41,191.31,162.97,185.68,2/1/2013,129.89,167.27,82.1,148.83,128.79,100.71,145.76,106.44,115.16,145.56,155.67,164.29,118.21,102.75
124.69,138.8,160.27,152.62,159.29,142.82,195.36,165.51,189.95,3/1/2013,131.89,170.77,85.14,150.58,128.87,102.12,148.78,109.43,116.93,149.03,158.3,164.11,120.0,103.11
125.92,139.73,161.96,154.88,163.23,143.81,196.78,168.13,194.75,4/1/2013,133.49,175.31,86.4,151.85,132.27,103.85,150.35,112.01,118.25,150.66,161.68,165.61,120.92,103.51
126.85,140.64,162.07,156.45,166.39,144.6,197.73,169.94,197.4,5/1/2013,135.07,179.44,88.15,152.83,132.32,104.99,152.45,114.72,119.92,151.73,164.21,166.48,121.32,103.38
127.6,141.39,162.44,157.84,169.35,146.02,197.58,171.58,200.4,6/1/2013,136.51,183.07,88.25,153.79,131.62,106.12,153.73,117.22,120.34,153.16,166.54,167.13,121.67,103.72
128.5,142.76,162.84,158.98,171.95,148.2,198.49,172.88,203.4,7/1/2013,138.04,185.82,88.74,155.0,131.03,107.15,155.69,120.07,121.6,154.11,166.57,167.51,121.8,103.57
129.57,143.79,163.69,160.57,173.62,150.41,199.38,174.56,206.99,8/1/2013,140.02,188.9,89.26,156.4,132.32,109.06,156.9,122.92,121.84,155.85,167.85,168.25,122.69,103.57
130.7,144.99,165.59,162.22,176.38,151.8,200.98,176.26,209.58,9/1/2013,142.03,191.06,90.54,157.88,133.67,111.07,158.08,124.66,122.81,157.34,170.04,169.27,123.28,104.89
131.92,145.42,167.06,163.97,177.8,153.32,202.32,178.14,212.71,10/1/2013,143.51,192.33,92.26,159.14,135.83,113.08,158.99,126.05,123.9,158.16,173.2,170.67,124.5,105.02
133.27,146.21,169.17,165.43,180.23,155.01,203.65,179.76,214.41,11/1/2013,144.26,193.66,93.46,160.28,136.78,114.64,159.86,127.57,124.96,159.38,175.85,171.95,124.79,105.71
134.38,147.49,170.06,166.66,181.93,156.55,205.76,181.05,216.07,12/1/2013,144.87,194.5,94.45,161.57,137.63,115.45,161.27,128.62,126.0,160.73,177.77,172.73,125.47,105.15
135.24,148.77,170.5,168.0,186.63,158.02,207.29,182.55,216.73,1/1/2014,145.53,198.3,94.9,162.86,139.06,116.19,161.99,130.26,126.32,162.79,179.76,173.96,125.94,106.18
136.3,150.31,171.14,169.29,189.98,158.14,208.67,184.43,219.67,2/1/2014,146.08,200.61,94.84,164.04,140.57,116.99,164.51,131.1,127.66,164.95,180.63,174.37,126.11,105.83
137.13,151.39,173.23,171.48,193.1,158.06,211.72,186.37,221.96,3/1/2014,146.4,202.93,98.31,164.12,143.45,118.24,166.01,132.47,130.64,166.47,183.84,174.79,125.95,107.07
137.65,152.14,176.54,171.59,193.16,158.28,210.28,186.35,221.98,4/1/2014,146.38,202.23,99.12,163.96,144.29,117.93,167.16,133.01,130.99,167.45,185.22,174.65,126.19,106.41
137.7,152.2,175.48,171.02,192.26,159.19,208.99,185.8,221.6,5/1/2014,146.06,201.88,98.63,163.65,143.33,116.59,166.62,134.0,130.09,166.89,185.63,174.27,126.88,105.83
137.83,152.28,173.85,170.53,191.56,159.16,207.82,185.42,221.52,6/1/2014,145.99,201.48,97.26,163.44,140.45,115.13,166.88,134.99,128.4,167.11,185.58,174.13,126.18,104.61
138.05,152.3,172.22,169.67,189.62,158.91,206.14,184.5,221.62,7/1/2014,145.97,201.22,96.17,163.69,138.17,114.28,166.74,135.39,126.37,166.63,184.88,173.9,126.27,104.51
